sensor_id,timestamp,waste_type,inductive_property,capacitive_property,moisture_property,infrared_property
3,2024-01-03 18:15:00,recyclable,1.04,0.97,0.78,6.66
3,2024-01-03 18:30:00,non_recyclable,1.09,0.26,0.53,36.34
1,2024-01-03 18:45:00,recyclable,1.13,0.51,0.65,82.37
3,2024-01-03 19:00:00,recyclable,0.73,0.58,0.53,61.43
4,2024-01-03 19:15:00,non_recyclable,1.39,0.78,0.55,46.77
4,2024-01-03 19:30:00,recyclable,1.26,0.13,0.7,10.79
3,2024-01-03 19:45:00,recyclable,1.1,0.43,0.62,82.12
3,2024-01-03 20:00:00,recyclable,0.79,0.43,0.23,6.34
1,2024-01-03 20:15:00,organic,1.06,0.68,0.55,6.01
1,2024-01-03 20:30:00,organic,0.83,0.76,0.12,49.45
4,2024-01-03 20:45:00,non_recyclable,0.73,0.78,0.62,30.93
3,2024-01-03 21:00:00,non_recyclable,0.73,0.31,0.99,66.31
4,2024-01-03 21:15:00,organic,1.29,0.57,0.65,7.95
2,2024-01-03 21:30:00,non_recyclable,0.78,0.45,0.27,84.18
2,2024-01-03 21:45:00,non_recyclable,0.79,0.05,0.36,79.12
4,2024-01-03 22:00:00,recyclable,0.86,0.23,0.74,44.85
3,2024-01-03 22:15:00,non_recyclable,1.03,0.39,0.83,42.29
4,2024-01-03 22:30:00,non_recyclable,0.84,0.5,0.29,29.64
3,2024-01-03 22:45:00,recyclable,0.66,0.09,0.61,24.24
4,2024-01-03 23:00:00,non_recyclable,0.65,0.71,0.21,36.73
2,2024-01-03 23:15:00,non_recyclable,0.89,0.36,0.89,37.0
1,2024-01-03 23:30:00,recyclable,0.93,0.96,0.18,56.23
3,2024-01-03 23:45:00,non_recyclable,1.09,0.38,0.18,2.98
1,2024-01-04 00:00:00,non_recyclable,0.63,0.44,0.73,25.84
3,2024-01-04 00:15:00,organic,1.35,0.49,0.88,69.16
4,2024-01-04 00:30:00,organic,1.25,0.57,0.55,40.87
3,2024-01-04 00:45:00,recyclable,0.84,0.41,0.37,52.7
3,2024-01-04 01:00:00,organic,1.05,0.22,0.77,85.14
3,2024-01-04 01:15:00,recyclable,0.77,0.03,0.92,67.59
3,2024-01-04 01:30:00,organic,0.73,0.8,0.78,8.89
4,2024-01-04 01:45:00,recyclable,0.72,0.81,0.88,54.17
1,2024-01-04 02:00:00,organic,0.6,0.81,0.16,11.83
3,2024-01-04 02:15:00,organic,1.17,0.19,0.96,34.16
4,2024-01-04 02:30:00,organic,1.17,0.23,0.89,84.77
3,2024-01-04 02:45:00,non_recyclable,1.08,0.64,0.37,41.8
3,2024-01-04 03:00:00,non_recyclable,0.62,0.74,0.07,83.72
4,2024-01-04 03:15:00,recyclable,1.08,0.4,0.88,4.36
3,2024-01-04 03:30:00,recyclable,1.23,0.23,0.09,80.76
2,2024-01-04 03:45:00,recyclable,0.62,0.26,0.22,38.41
2,2024-01-04 04:00:00,non_recyclable,1.13,0.97,0.44,44.91
3,2024-01-04 04:15:00,recyclable,0.86,0.16,0.5,50.09
4,2024-01-04 04:30:00,organic,0.68,0.4,0.65,9.73
3,2024-01-04 04:45:00,organic,1.21,0.38,0.56,41.92
3,2024-01-04 05:00:00,non_recyclable,1.03,0.9,0.09,60.71
4,2024-01-04 05:15:00,non_recyclable,1.06,0.29,0.27,37.12
3,2024-01-04 05:30:00,non_recyclable,0.72,0.19,0.76,12.61
2,2024-01-04 05:45:00,non_recyclable,0.7,0.7,0.98,6.24
3,2024-01-04 06:00:00,organic,1.08,0.8,0.19,30.6
3,2024-01-04 06:15:00,recyclable,0.89,0.69,0.91,64.22
2,2024-01-04 06:30:00,recyclable,0.72,0.49,0.05,82.95
1,2024-01-04 06:45:00,non_recyclable,1.0,0.83,0.86,45.45
4,2024-01-04 07:00:00,recyclable,1.24,0.97,0.51,6.95
3,2024-01-04 07:15:00,non_recyclable,1.07,0.55,0.41,75.92
4,2024-01-04 07:30:00,non_recyclable,1.35,0.72,0.67,0.95
3,2024-01-04 07:45:00,recyclable,1.31,0.9,0.93,97.0
4,2024-01-04 08:00:00,recyclable,0.97,0.3,0.82,20.65
1,2024-01-04 08:15:00,organic,0.61,0.93,0.7,13.16
2,2024-01-04 08:30:00,non_recyclable,1.4,0.52,0.28,53.26
3,2024-01-04 08:45:00,recyclable,1.13,0.08,0.29,93.84
1,2024-01-04 09:00:00,non_recyclable,1.28,0.98,0.58,69.23
4,2024-01-04 09:15:00,non_recyclable,0.8,0.72,0.41,85.54
3,2024-01-04 09:30:00,non_recyclable,1.12,0.51,0.46,36.68
4,2024-01-04 09:45:00,recyclable,0.89,0.37,0.41,4.78
3,2024-01-04 10:00:00,recyclable,0.84,0.38,0.04,27.0
3,2024-01-04 10:15:00,recyclable,0.78,0.45,0.66,23.03
4,2024-01-04 10:30:00,non_recyclable,1.33,0.47,0.92,91.42
3,2024-01-04 10:45:00,recyclable,0.93,0.86,0.85,96.78
2,2024-01-04 11:00:00,recyclable,1.25,0.43,0.6,51.12
1,2024-01-04 11:15:00,recyclable,0.65,0.03,0.48,44.59
3,2024-01-04 11:30:00,organic,1.37,0.42,0.34,51.24
1,2024-01-04 11:45:00,organic,1.26,0.32,0.9,98.28
1,2024-01-04 12:00:00,recyclable,1.07,0.56,0.65,24.64
2,2024-01-04 12:15:00,recyclable,1.38,0.02,0.88,41.82
3,2024-01-04 12:30:00,recyclable,0.63,0.01,0.79,35.31
1,2024-01-04 12:45:00,non_recyclable,0.87,0.89,0.07,50.1
4,2024-01-04 13:00:00,non_recyclable,0.88,0.64,0.97,30.92
2,2024-01-04 13:15:00,recyclable,1.18,0.61,0.86,49.22
1,2024-01-04 13:30:00,non_recyclable,0.6,0.91,0.74,9.05
4,2024-01-04 13:45:00,organic,0.86,0.29,0.32,91.41
1,2024-01-04 14:00:00,organic,1.22,0.26,0.06,95.68
1,2024-01-04 14:15:00,recyclable,1.19,0.31,0.85,14.23
4,2024-01-04 14:30:00,organic,1.01,0.42,0.71,8.35
4,2024-01-04 14:45:00,recyclable,1.21,0.46,0.77,16.23
1,2024-01-04 15:00:00,organic,0.88,0.51,0.53,44.6
1,2024-01-04 15:15:00,organic,0.65,0.79,0.8,57.89
3,2024-01-04 15:30:00,organic,1.25,0.85,0.48,20.78
1,2024-01-04 15:45:00,organic,0.95,0.69,0.49,57.61
3,2024-01-04 16:00:00,non_recyclable,0.84,0.44,0.97,59.35
4,2024-01-04 16:15:00,non_recyclable,1.28,0.86,0.34,47.93
3,2024-01-04 16:30:00,non_recyclable,1.08,0.96,0.98,23.18
1,2024-01-04 16:45:00,non_recyclable,0.97,0.32,0.81,36.35
1,2024-01-04 17:00:00,recyclable,1.19,0.48,0.2,73.05
1,2024-01-04 17:15:00,recyclable,1.06,0.84,0.14,80.42
1,2024-01-04 17:30:00,organic,1.31,0.05,0.93,31.76
4,2024-01-04 17:45:00,recyclable,0.84,0.23,0.28,91.67
3,2024-01-04 18:00:00,organic,0.7,0.71,0.53,40.56
1,2024-01-04 18:15:00,non_recyclable,0.68,0.65,0.39,6.59
3,2024-01-04 18:30:00,organic,1.3,0.13,0.0,56.46
4,2024-01-04 18:45:00,organic,1.11,0.18,0.9,45.42
2,2024-01-04 19:00:00,organic,0.68,0.37,0.0,62.45
4,2024-01-04 19:15:00,recyclable,1.05,0.12,0.13,91.77
4,2024-01-04 19:30:00,recyclable,0.72,0.69,0.64,44.45
1,2024-01-04 19:45:00,organic,1.0,0.81,0.42,66.9
1,2024-01-04 20:00:00,organic,1.24,0.93,0.14,59.45
2,2024-01-04 20:15:00,non_recyclable,1.3,0.07,0.38,18.3
3,2024-01-04 20:30:00,non_recyclable,0.9,0.34,0.93,39.06
4,2024-01-04 20:45:00,organic,0.87,0.78,0.5,64.88
1,2024-01-04 21:00:00,recyclable,1.37,0.74,0.95,98.96
2,2024-01-04 21:15:00,organic,1.11,0.0,0.91,13.19
4,2024-01-04 21:30:00,recyclable,1.09,0.37,0.69,17.58
3,2024-01-04 21:45:00,non_recyclable,1.17,0.62,0.54,31.84
3,2024-01-04 22:00:00,organic,1.27,0.17,0.49,42.03
3,2024-01-04 22:15:00,organic,0.9,0.33,0.64,84.29
1,2024-01-04 22:30:00,organic,0.63,0.11,0.45,51.77
3,2024-01-04 22:45:00,organic,0.99,0.45,0.83,85.95
3,2024-01-04 23:00:00,non_recyclable,0.71,0.87,0.38,56.12
2,2024-01-04 23:15:00,recyclable,1.36,0.11,0.9,52.21
2,2024-01-04 23:30:00,non_recyclable,1.36,0.59,0.53,58.4
3,2024-01-04 23:45:00,organic,0.92,0.23,0.63,56.81
2,2024-01-05 00:00:00,organic,1.26,0.7,0.91,96.85
4,2024-01-05 00:15:00,recyclable,0.66,0.14,0.17,61.09
4,2024-01-05 00:30:00,non_recyclable,1.32,0.34,0.31,71.8
1,2024-01-05 00:45:00,organic,0.76,0.06,0.13,72.05
2,2024-01-05 01:00:00,organic,1.01,0.6,0.61,24.29
3,2024-01-05 01:15:00,organic,1.04,0.48,0.53,71.11
2,2024-01-05 01:30:00,recyclable,0.79,0.46,0.61,61.83
1,2024-01-05 01:45:00,organic,1.25,0.75,0.47,72.48
1,2024-01-05 02:00:00,non_recyclable,0.66,0.81,0.6,95.32
2,2024-01-05 02:15:00,recyclable,0.95,0.33,0.02,80.54
2,2024-01-05 02:30:00,non_recyclable,0.66,0.94,0.72,46.07
1,2024-01-05 02:45:00,recyclable,1.14,0.32,0.44,71.3
3,2024-01-05 03:00:00,organic,1.26,0.66,0.81,61.21
1,2024-01-05 03:15:00,organic,0.88,0.22,0.03,75.67
2,2024-01-05 03:30:00,organic,0.86,0.98,0.87,14.28
1,2024-01-05 03:45:00,recyclable,1.06,0.23,0.64,24.39
1,2024-01-05 04:00:00,non_recyclable,0.86,0.78,0.12,47.0
4,2024-01-05 04:15:00,non_recyclable,0.69,0.6,0.73,36.27
4,2024-01-05 04:30:00,organic,1.0,0.28,0.95,69.09
3,2024-01-05 04:45:00,organic,1.05,0.08,0.1,26.73
3,2024-01-05 05:00:00,non_recyclable,1.38,0.81,0.32,67.96
2,2024-01-05 05:15:00,recyclable,1.25,0.45,0.28,94.8
3,2024-01-05 05:30:00,recyclable,1.03,0.82,0.26,57.25
3,2024-01-05 05:45:00,recyclable,1.2,0.38,0.4,30.3
1,2024-01-05 06:00:00,non_recyclable,1.18,0.61,0.93,88.11
2,2024-01-05 06:15:00,recyclable,1.1,0.34,0.55,32.69
3,2024-01-05 06:30:00,recyclable,0.81,0.34,0.76,48.81
3,2024-01-05 06:45:00,recyclable,1.02,0.73,0.49,82.78
4,2024-01-05 07:00:00,organic,0.98,0.7,0.56,66.2
1,2024-01-05 07:15:00,non_recyclable,1.23,0.27,0.03,58.77
3,2024-01-05 07:30:00,organic,1.32,0.3,0.04,95.04
1,2024-01-05 07:45:00,recyclable,0.95,0.24,0.17,9.8
4,2024-01-05 08:00:00,non_recyclable,0.62,0.15,0.3,70.42
4,2024-01-05 08:15:00,recyclable,0.87,0.05,0.85,19.12
3,2024-01-05 08:30:00,non_recyclable,0.96,0.31,0.37,18.57
4,2024-01-05 08:45:00,recyclable,1.17,0.57,0.82,99.8
3,2024-01-05 09:00:00,recyclable,0.99,0.23,0.88,86.54
3,2024-01-05 09:15:00,recyclable,1.22,0.58,0.11,15.67
1,2024-01-05 09:30:00,non_recyclable,0.77,0.96,0.89,56.2
1,2024-01-05 09:45:00,organic,0.92,0.48,0.67,26.88
4,2024-01-05 10:00:00,non_recyclable,0.76,0.55,0.57,19.47
3,2024-01-05 10:15:00,recyclable,0.83,0.89,0.3,0.73
3,2024-01-05 10:30:00,recyclable,0.78,0.94,0.74,40.69
1,2024-01-05 10:45:00,recyclable,1.01,0.82,0.38,49.19
2,2024-01-05 11:00:00,organic,0.68,0.88,0.23,71.46
4,2024-01-05 11:15:00,non_recyclable,1.22,0.91,0.13,25.35
3,2024-01-05 11:30:00,recyclable,1.28,0.51,0.67,14.49
4,2024-01-05 11:45:00,organic,0.77,0.7,0.08,1.43
4,2024-01-05 12:00:00,recyclable,1.17,0.8,0.67,20.36
2,2024-01-05 12:15:00,organic,1.34,0.72,0.05,89.39
3,2024-01-05 12:30:00,non_recyclable,0.64,0.03,0.63,19.46
3,2024-01-05 12:45:00,recyclable,1.25,0.51,0.56,1.92
1,2024-01-05 13:00:00,non_recyclable,1.2,0.17,0.46,22.44
4,2024-01-05 13:15:00,recyclable,0.75,0.09,0.92,48.68
3,2024-01-05 13:30:00,organic,0.97,0.64,0.87,9.35
2,2024-01-05 13:45:00,non_recyclable,1.21,0.9,0.33,84.87
4,2024-01-05 14:00:00,organic,1.39,0.71,0.31,59.96
3,2024-01-05 14:15:00,non_recyclable,0.99,0.3,0.68,16.96
1,2024-01-05 14:30:00,non_recyclable,0.61,0.6,0.13,75.52
2,2024-01-05 14:45:00,recyclable,0.62,0.85,0.89,79.02
1,2024-01-05 15:00:00,recyclable,0.96,0.96,0.55,87.9
4,2024-01-05 15:15:00,recyclable,1.39,0.85,0.68,61.98
2,2024-01-05 15:30:00,non_recyclable,0.66,0.04,0.9,9.32
4,2024-01-05 15:45:00,organic,1.31,0.49,0.79,37.64
3,2024-01-05 16:00:00,non_recyclable,1.15,0.18,1.0,22.21
4,2024-01-05 16:15:00,recyclable,0.66,0.08,0.41,28.93
1,2024-01-05 16:30:00,non_recyclable,1.13,0.14,0.66,77.26
4,2024-01-05 16:45:00,non_recyclable,1.2,0.45,0.85,57.91
4,2024-01-05 17:00:00,recyclable,0.73,0.18,0.09,99.76
4,2024-01-05 17:15:00,recyclable,1.21,0.23,0.24,93.56
3,2024-01-05 17:30:00,recyclable,1.07,0.33,0.85,91.64
1,2024-01-05 17:45:00,recyclable,0.78,0.65,0.61,40.07
3,2024-01-05 18:00:00,non_recyclable,1.22,0.48,0.82,30.11
3,2024-01-05 18:15:00,non_recyclable,0.72,0.62,0.3,7.05
3,2024-01-05 18:30:00,non_recyclable,0.77,0.08,0.66,59.21
4,2024-01-05 18:45:00,recyclable,1.13,0.4,0.84,36.55
2,2024-01-05 19:00:00,recyclable,0.67,0.17,0.11,33.63
3,2024-01-05 19:15:00,recyclable,0.7,0.81,0.23,11.48
3,2024-01-05 19:30:00,non_recyclable,1.16,0.16,0.41,50.13
3,2024-01-05 19:45:00,recyclable,0.67,0.8,0.0,7.26
4,2024-01-05 20:00:00,organic,1.17,0.23,0.54,78.16
3,2024-01-05 20:15:00,non_recyclable,0.83,0.15,0.49,4.35
3,2024-01-05 20:30:00,non_recyclable,1.02,0.84,0.25,74.43
3,2024-01-05 20:45:00,non_recyclable,1.16,0.78,0.44,91.91
4,2024-01-05 21:00:00,recyclable,1.13,0.41,0.03,92.97
2,2024-01-05 21:15:00,organic,0.88,0.7,0.71,29.69
1,2024-01-05 21:30:00,non_recyclable,1.2,0.23,0.48,14.41
4,2024-01-05 21:45:00,organic,0.65,0.48,0.44,7.57
4,2024-01-05 22:00:00,organic,0.86,0.88,0.68,6.8
1,2024-01-05 22:15:00,recyclable,1.29,0.59,0.95,14.9
4,2024-01-05 22:30:00,organic,1.28,0.94,0.05,84.81
4,2024-01-05 22:45:00,non_recyclable,1.15,0.82,0.82,91.47
1,2024-01-05 23:00:00,organic,1.08,0.26,0.51,89.38
4,2024-01-05 23:15:00,non_recyclable,0.89,0.57,0.65,35.25
1,2024-01-05 23:30:00,organic,1.31,0.09,0.3,30.01
3,2024-01-05 23:45:00,recyclable,0.98,0.51,0.91,15.75
3,2024-01-06 00:00:00,recyclable,0.75,0.77,0.36,71.78
4,2024-01-06 00:15:00,recyclable,0.67,0.73,0.55,38.3
4,2024-01-06 00:30:00,organic,1.37,0.66,0.06,29.52
4,2024-01-06 00:45:00,recyclable,0.7,0.45,0.19,59.17
2,2024-01-06 01:00:00,organic,0.98,0.56,0.14,91.65
1,2024-01-06 01:15:00,recyclable,1.24,0.73,0.02,59.56
2,2024-01-06 01:30:00,recyclable,1.27,0.12,0.15,40.87
1,2024-01-06 01:45:00,non_recyclable,0.8,0.17,0.35,10.27
1,2024-01-06 02:00:00,non_recyclable,1.24,0.67,0.08,24.81
4,2024-01-06 02:15:00,non_recyclable,0.65,0.27,0.4,26.49
4,2024-01-06 02:30:00,non_recyclable,0.85,0.9,0.56,20.88
2,2024-01-06 02:45:00,organic,1.17,0.96,0.79,74.5
1,2024-01-06 03:00:00,recyclable,1.12,0.87,0.68,8.57
3,2024-01-06 03:15:00,organic,1.12,0.16,0.55,72.82
4,2024-01-06 03:30:00,recyclable,1.06,0.6,0.39,93.3
3,2024-01-06 03:45:00,non_recyclable,1.34,0.49,0.13,46.17
4,2024-01-06 04:00:00,non_recyclable,1.25,0.42,0.21,72.95
1,2024-01-06 04:15:00,recyclable,1.2,0.36,0.06,52.09
2,2024-01-06 04:30:00,non_recyclable,1.03,0.99,0.71,93.39
3,2024-01-06 04:45:00,organic,1.1,0.23,0.43,21.01
4,2024-01-06 05:00:00,organic,1.28,0.44,0.66,91.56
1,2024-01-06 05:15:00,recyclable,1.08,0.83,0.41,79.15
1,2024-01-06 05:30:00,non_recyclable,0.81,0.46,0.04,46.01
2,2024-01-06 05:45:00,recyclable,0.81,0.32,0.24,79.89
2,2024-01-06 06:00:00,non_recyclable,1.35,0.31,0.88,32.85
4,2024-01-06 06:15:00,non_recyclable,0.64,0.45,0.03,74.63
3,2024-01-06 06:30:00,recyclable,1.02,0.18,0.83,48.26
1,2024-01-06 06:45:00,recyclable,1.02,0.96,0.71,9.84
1,2024-01-06 07:00:00,non_recyclable,1.13,0.33,0.99,59.97
2,2024-01-06 07:15:00,organic,1.07,0.35,0.15,93.51
4,2024-01-06 07:30:00,non_recyclable,0.95,0.92,0.5,41.31
4,2024-01-06 07:45:00,non_recyclable,1.22,0.67,0.28,69.3
4,2024-01-06 08:00:00,recyclable,0.75,0.81,0.47,38.27
1,2024-01-06 08:15:00,non_recyclable,1.12,0.58,0.15,58.13
3,2024-01-06 08:30:00,recyclable,0.73,0.47,0.65,89.54
2,2024-01-06 08:45:00,non_recyclable,1.33,0.8,0.26,62.81
4,2024-01-06 09:00:00,recyclable,1.06,0.43,0.54,11.6
3,2024-01-06 09:15:00,non_recyclable,0.93,0.66,0.53,67.78
1,2024-01-06 09:30:00,organic,0.69,0.85,0.08,25.82
3,2024-01-06 09:45:00,recyclable,0.95,0.55,0.09,50.51
4,2024-01-06 10:00:00,non_recyclable,0.66,0.72,0.18,46.44
1,2024-01-06 10:15:00,organic,1.18,0.13,0.58,77.75
2,2024-01-06 10:30:00,non_recyclable,1.27,0.88,0.39,31.88
3,2024-01-06 10:45:00,non_recyclable,0.87,0.59,0.27,99.69
4,2024-01-06 11:00:00,organic,1.34,0.19,0.07,28.94
2,2024-01-06 11:15:00,organic,1.31,0.13,0.77,72.84
1,2024-01-06 11:30:00,recyclable,0.9,0.28,0.98,77.69
2,2024-01-06 11:45:00,non_recyclable,1.25,0.63,0.51,73.61
4,2024-01-06 12:00:00,non_recyclable,0.94,0.33,0.53,18.28
4,2024-01-06 12:15:00,non_recyclable,1.16,0.68,0.59,14.32
3,2024-01-06 12:30:00,organic,1.17,0.61,0.47,36.26
3,2024-01-06 12:45:00,recyclable,1.18,0.75,0.16,49.6
4,2024-01-06 13:00:00,organic,1.27,0.31,0.14,53.64
3,2024-01-06 13:15:00,non_recyclable,1.02,0.01,0.45,40.38
4,2024-01-06 13:30:00,recyclable,0.81,0.03,0.16,17.32
2,2024-01-06 13:45:00,organic,0.83,0.63,0.23,49.18
2,2024-01-06 14:00:00,organic,0.84,0.18,0.1,6.19
3,2024-01-06 14:15:00,organic,0.61,0.36,0.91,14.24
1,2024-01-06 14:30:00,non_recyclable,0.93,0.97,0.98,1.79
2,2024-01-06 14:45:00,non_recyclable,0.91,0.25,0.03,80.72
3,2024-01-06 15:00:00,non_recyclable,1.31,0.23,0.42,96.82
4,2024-01-06 15:15:00,organic,1.07,0.45,0.78,77.95
1,2024-01-06 15:30:00,non_recyclable,1.15,0.89,0.93,27.59
4,2024-01-06 15:45:00,recyclable,1.15,0.02,0.71,67.23
3,2024-01-06 16:00:00,organic,0.67,0.54,0.56,84.54
1,2024-01-06 16:15:00,recyclable,0.92,0.98,0.78,47.2
4,2024-01-06 16:30:00,non_recyclable,0.86,0.77,0.68,69.78
2,2024-01-06 16:45:00,recyclable,1.25,0.8,0.88,69.14
1,2024-01-06 17:00:00,organic,1.19,0.18,0.56,20.38
3,2024-01-06 17:15:00,organic,1.36,0.44,0.73,90.17
4,2024-01-06 17:30:00,non_recyclable,1.13,0.68,0.58,95.49
1,2024-01-06 17:45:00,recyclable,0.79,0.2,0.84,82.65
4,2024-01-06 18:00:00,non_recyclable,0.98,0.92,0.83,6.88
3,2024-01-06 18:15:00,non_recyclable,0.81,0.64,0.36,59.17
4,2024-01-06 18:30:00,organic,1.4,0.02,0.92,94.66
4,2024-01-06 18:45:00,organic,0.61,0.07,0.48,89.95
2,2024-01-06 19:00:00,non_recyclable,0.71,0.25,0.27,74.96
3,2024-01-06 19:15:00,recyclable,1.23,0.65,0.98,14.84
3,2024-01-06 19:30:00,recyclable,1.27,0.4,0.34,23.15
4,2024-01-06 19:45:00,non_recyclable,0.83,0.5,0.01,90.81
3,2024-01-06 20:00:00,recyclable,1.28,0.83,0.99,74.5
1,2024-01-06 20:15:00,recyclable,1.01,1.0,0.23,98.61
2,2024-01-06 20:30:00,non_recyclable,1.14,0.79,0.36,46.9
2,2024-01-06 20:45:00,recyclable,0.65,0.49,0.93,51.16
3,2024-01-06 21:00:00,non_recyclable,1.37,0.67,0.67,67.23
1,2024-01-06 21:15:00,recyclable,0.62,0.56,0.17,85.49
1,2024-01-06 21:30:00,non_recyclable,1.27,0.21,0.64,51.06
1,2024-01-06 21:45:00,non_recyclable,1.24,0.97,0.94,93.31
3,2024-01-06 22:00:00,recyclable,1.14,0.11,0.4,2.57
2,2024-01-06 22:15:00,recyclable,0.7,0.2,0.37,59.85
3,2024-01-06 22:30:00,organic,0.95,0.65,0.5,83.9
1,2024-01-06 22:45:00,organic,1.15,0.91,0.25,12.92
1,2024-01-06 23:00:00,recyclable,0.64,0.28,0.01,1.34
2,2024-01-06 23:15:00,organic,1.18,0.74,0.95,17.21
4,2024-01-06 23:30:00,organic,1.18,0.4,0.47,9.27
4,2024-01-06 23:45:00,recyclable,1.15,0.73,0.62,98.59
2,2024-01-07 00:00:00,organic,0.81,0.82,0.92,83.54
1,2024-01-07 00:15:00,recyclable,0.79,0.08,0.88,97.26
1,2024-01-07 00:30:00,non_recyclable,1.4,0.37,0.91,46.5
1,2024-01-07 00:45:00,recyclable,0.87,0.5,0.16,45.28
2,2024-01-07 01:00:00,recyclable,1.09,0.87,0.62,15.6
2,2024-01-07 01:15:00,organic,0.99,0.07,0.43,97.22
1,2024-01-07 01:30:00,recyclable,1.4,0.29,0.94,22.73
4,2024-01-07 01:45:00,non_recyclable,0.9,0.71,0.35,52.29
1,2024-01-07 02:00:00,non_recyclable,1.1,0.27,0.73,28.66
3,2024-01-07 02:15:00,organic,1.28,0.75,0.02,44.36
2,2024-01-07 02:30:00,recyclable,1.34,0.05,0.34,0.75
3,2024-01-07 02:45:00,recyclable,0.75,0.36,0.41,46.23
4,2024-01-07 03:00:00,recyclable,0.99,0.58,0.14,21.85
1,2024-01-07 03:15:00,recyclable,1.03,0.29,0.29,49.58
3,2024-01-07 03:30:00,organic,0.7,0.16,0.35,10.57
2,2024-01-07 03:45:00,recyclable,1.29,0.46,0.53,98.86
3,2024-01-07 04:00:00,recyclable,1.25,0.04,0.15,55.13
2,2024-01-07 04:15:00,recyclable,1.1,0.66,0.83,45.61
2,2024-01-07 04:30:00,non_recyclable,1.11,0.75,0.4,55.48
2,2024-01-07 04:45:00,recyclable,0.93,0.4,0.06,6.34
2,2024-01-07 05:00:00,organic,0.87,0.73,0.63,28.83
1,2024-01-07 05:15:00,non_recyclable,1.16,0.55,0.86,3.2
2,2024-01-07 05:30:00,organic,0.68,0.84,0.91,36.08
4,2024-01-07 05:45:00,non_recyclable,1.37,0.21,0.29,67.23
3,2024-01-07 06:00:00,organic,1.29,0.78,0.1,94.0
4,2024-01-07 06:15:00,non_recyclable,1.33,0.19,0.06,18.56
4,2024-01-07 06:30:00,organic,0.76,0.62,0.47,51.59
2,2024-01-07 06:45:00,non_recyclable,1.15,0.6,0.39,21.47
2,2024-01-07 07:00:00,non_recyclable,1.29,0.63,0.13,39.85
3,2024-01-07 07:15:00,non_recyclable,0.86,0.52,0.48,80.57
3,2024-01-07 07:30:00,organic,0.6,0.36,0.09,28.2
2,2024-01-07 07:45:00,recyclable,1.1,0.47,0.4,28.69
2,2024-01-07 08:00:00,recyclable,1.27,0.55,0.23,38.88
3,2024-01-07 08:15:00,non_recyclable,0.71,0.35,0.28,87.82
2,2024-01-07 08:30:00,organic,0.82,0.04,0.01,29.0
3,2024-01-07 08:45:00,non_recyclable,0.66,0.63,0.96,68.21
1,2024-01-07 09:00:00,non_recyclable,0.95,0.01,0.8,33.42
4,2024-01-07 09:15:00,organic,1.22,0.09,0.67,37.33
2,2024-01-07 09:30:00,recyclable,1.23,0.56,0.75,4.33
1,2024-01-07 09:45:00,organic,0.61,0.42,0.14,85.85
3,2024-01-07 10:00:00,recyclable,0.88,0.09,0.69,19.5
2,2024-01-07 10:15:00,recyclable,1.2,0.42,0.16,18.88
3,2024-01-07 10:30:00,non_recyclable,1.27,0.69,0.95,12.61
4,2024-01-07 10:45:00,non_recyclable,1.31,0.88,0.21,54.67
2,2024-01-07 11:00:00,non_recyclable,0.78,0.47,0.44,60.85
3,2024-01-07 11:15:00,organic,1.12,0.66,0.98,79.0
2,2024-01-07 11:30:00,non_recyclable,0.82,0.35,0.78,54.85
4,2024-01-07 11:45:00,recyclable,0.82,0.08,0.77,36.24
1,2024-01-07 12:00:00,organic,0.93,0.53,0.35,16.64
3,2024-01-07 12:15:00,non_recyclable,1.25,0.04,0.2,99.16
3,2024-01-07 12:30:00,recyclable,0.75,0.99,0.46,43.4
2,2024-01-07 12:45:00,non_recyclable,1.23,0.68,0.09,52.72
2,2024-01-07 13:00:00,organic,0.92,0.8,1.0,45.21
4,2024-01-07 13:15:00,recyclable,1.33,0.9,0.69,83.57
3,2024-01-07 13:30:00,organic,1.14,0.86,0.29,33.01
3,2024-01-07 13:45:00,recyclable,1.09,0.22,0.24,9.32
2,2024-01-07 14:00:00,non_recyclable,1.19,0.82,0.51,41.77
4,2024-01-07 14:15:00,non_recyclable,1.27,0.7,0.28,47.4
4,2024-01-07 14:30:00,non_recyclable,0.9,0.9,0.97,75.32
3,2024-01-07 14:45:00,organic,1.36,0.79,0.43,68.41
4,2024-01-07 15:00:00,organic,0.8,0.54,0.74,44.32
2,2024-01-07 15:15:00,recyclable,1.27,0.54,0.79,95.92
3,2024-01-07 15:30:00,recyclable,1.11,0.44,0.32,58.64
2,2024-01-07 15:45:00,recyclable,0.74,0.07,0.98,51.83
1,2024-01-07 16:00:00,recyclable,0.62,0.09,0.96,42.51
3,2024-01-07 16:15:00,organic,0.79,0.53,0.69,15.5
4,2024-01-07 16:30:00,non_recyclable,0.83,0.88,0.57,6.59
3,2024-01-07 16:45:00,recyclable,0.87,0.16,0.9,76.72
3,2024-01-07 17:00:00,recyclable,0.99,0.4,0.58,50.16
1,2024-01-07 17:15:00,non_recyclable,1.0,0.43,0.13,13.43
1,2024-01-07 17:30:00,organic,1.24,0.09,0.66,98.6
3,2024-01-07 17:45:00,recyclable,1.32,0.59,0.97,13.24
1,2024-01-07 18:00:00,recyclable,0.72,0.54,0.21,28.08
4,2024-01-07 18:15:00,recyclable,0.77,0.95,0.26,60.08
1,2024-01-07 18:30:00,recyclable,1.36,0.15,0.05,80.18
